Test Case ID,Test Items,Pre-condition,Test Data,Test Steps,Expected results,A result
TC-MEM-010,Đóng memory runtime đã đăng ký trước đó,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Đóng memory runtime đã đăng ký trước đó.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Đóng memory runtime đã đăng ký trước đó. Minh chứng Vitest: src/plugins/memory-runtime.test.ts - memory runtime auto-enable loading > 'closes an already-registered memory r…'.,Hệ thống Đóng memory runtime đã đăng ký trước đó đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-011,Trả mặc định rỗng khi chưa có state memory plugin,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Trả mặc định rỗng khi chưa có state memory plugin.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Trả mặc định rỗng khi chưa có state memory plugin. Minh chứng Vitest: src/plugins/memory-state.test.ts - memory plugin state > returns empty defaults when no memory plugin state is registered.,Hệ thống Trả mặc định rỗng khi chưa có state memory plugin đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-012,Ủy quyền build prompt cho memory plugin đã đăng ký,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Ủy quyền build prompt cho memory plugin đã đăng ký.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Ủy quyền build prompt cho memory plugin đã đăng ký. Minh chứng Vitest: src/plugins/memory-state.test.ts - memory plugin state > delegates prompt building to the registered memory plugin.,Hệ thống Ủy quyền build prompt cho memory plugin đã đăng ký đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-013,Truyền citations mode vào prompt builder,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Truyền citations mode vào prompt builder.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Truyền citations mode vào prompt builder. Minh chứng Vitest: src/plugins/memory-state.test.ts - memory plugin state > passes citations mode through to the prompt builder.,Hệ thống Truyền citations mode vào prompt builder đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-014,Dùng flush plan resolver đã đăng ký,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Dùng flush plan resolver đã đăng ký.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Dùng flush plan resolver đã đăng ký. Minh chứng Vitest: src/plugins/memory-state.test.ts - memory plugin state > uses the registered flush plan resolver.,Hệ thống Dùng flush plan resolver đã đăng ký đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-015,Lưu memory runtime đã đăng ký,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Lưu memory runtime đã đăng ký.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Lưu memory runtime đã đăng ký. Minh chứng Vitest: src/plugins/memory-state.test.ts - memory plugin state > stores the registered memory runtime.,Hệ thống Lưu memory runtime đã đăng ký đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-016,Khôi phục đồng thời prompt state và flush state,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Khôi phục đồng thời prompt state và flush state.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Khôi phục đồng thời prompt state và flush state. Minh chứng Vitest: src/plugins/memory-state.test.ts - memory plugin state > restoreMemoryPluginState swaps both prompt and flush state.,Hệ thống Khôi phục đồng thời prompt state và flush state đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-MEM-017,Reset cả hai registry memory state,Memory plugin hoặc embedding provider được đăng ký trong registry test.,"memory registry snapshot, provider adapter, runtime hoặc prompt builder dùng để Reset cả hai registry memory state.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Reset cả hai registry memory state. Minh chứng Vitest: src/plugins/memory-state.test.ts - memory plugin state > clearMemoryPluginState resets both registries.,Hệ thống Reset cả hai registry memory state đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-PRV-001,Khớp provider bằng alias khi tìm runtime hook,Có manifest/plugin provider hoặc cấu hình model provider trong môi trường test.,"provider alias, model id, plugin manifest, env hoặc runtime hook dùng để Khớp provider bằng alias khi tìm runtime hook.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Khớp provider bằng alias khi tìm runtime hook. Minh chứng Vitest: src/plugins/provider-runtime.test.ts - provider-runtime > matches providers by alias for runtime hook lookup.,Hệ thống Khớp provider bằng alias khi tìm runtime hook đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-PRV-002,Bỏ qua nạp plugin khi provider không có owner,Có manifest/plugin provider hoặc cấu hình model provider trong môi trường test.,"provider alias, model id, plugin manifest, env hoặc runtime hook dùng để Bỏ qua nạp plugin khi provider không có owner.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Bỏ qua nạp plugin khi provider không có owner. Minh chứng Vitest: src/plugins/provider-runtime.test.ts - provider-runtime > skips plugin loading when the provider has no owning plugin.,Hệ thống Bỏ qua nạp plugin khi provider không có owner đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-PRV-003,Chuẩn hóa model id qua alias mà không đổi owner,Có manifest/plugin provider hoặc cấu hình model provider trong môi trường test.,"provider alias, model id, plugin manifest, env hoặc runtime hook dùng để Chuẩn hóa model id qua alias mà không đổi owner.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Chuẩn hóa model id qua alias mà không đổi owner. Minh chứng Vitest: src/plugins/provider-runtime.test.ts - provider-runtime > can normalize model ids through provider aliases without changing ownership.,Hệ thống Chuẩn hóa model id qua alias mà không đổi owner đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-PRV-004,Phân giải config hook qua alias chỉ dùng cho hook,Có manifest/plugin provider hoặc cấu hình model provider trong môi trường test.,"provider alias, model id, plugin manifest, env hoặc runtime hook dùng để Phân giải config hook qua alias chỉ dùng cho hook.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Phân giải config hook qua alias chỉ dùng cho hook. Minh chứng Vitest: src/plugins/provider-runtime.test.ts - provider-runtime > resolves config hooks through hook-only aliases without changing provider surfaces.,Hệ thống Phân giải config hook qua alias chỉ dùng cho hook đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-PRV-005,Chuẩn hóa transport hook không cần provider owner,Có manifest/plugin provider hoặc cấu hình model provider trong môi trường test.,"provider alias, model id, plugin manifest, env hoặc runtime hook dùng để Chuẩn hóa transport hook không cần provider owner.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Chuẩn hóa transport hook không cần provider owner. Minh chứng Vitest: src/plugins/provider-runtime.test.ts - provider-runtime > normalizes transport hooks without needing provider ownership.,Hệ thống Chuẩn hóa transport hook không cần provider owner đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-PRV-006,Vô hiệu cache provider runtime khi config đổi tại chỗ,Có manifest/plugin provider hoặc cấu hình model provider trong môi trường test.,"provider alias, model id, plugin manifest, env hoặc runtime hook dùng để Vô hiệu cache provider runtime khi config đổi tại chỗ.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Vô hiệu cache provider runtime khi config đổi tại chỗ. Minh chứng Vitest: src/plugins/provider-runtime.test.ts - provider-runtime > invalidates cached runtime providers when config mutates in place.,Hệ thống Vô hiệu cache provider runtime khi config đổi tại chỗ đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
TC-PRV-007,Gọi runtime hook của provider đã khớp,Có manifest/plugin provider hoặc cấu hình model provider trong môi trường test.,"provider alias, model id, plugin manifest, env hoặc runtime hook dùng để Gọi runtime hook của provider đã khớp.",1. Chuẩn bị trạng thái và dữ liệu đầu vào. 2. Gọi module/hàm đang được kiểm thử. 3. Đối chiếu output hoặc state để xác nhận hệ thống Gọi runtime hook của provider đã khớp. Minh chứng Vitest: src/plugins/provider-runtime.test.ts - provider-runtime > dispatches runtime hooks for the matched provider.,Hệ thống Gọi runtime hook của provider đã khớp đúng theo logic được kiểm thử và không phát sinh lỗi ngoài mong đợi.,Pass
